"car_initial","car_number","axle_side","eqp_axle_nbr","Start_year","Start_month","start_date","end_year","End_month","End_date","Train_type","origin_station","destination_station","Train_Priority","kipread_day","kipread_month","kipread_year","kipread_hour","kipread_minute","kipread_secs","VNDR_EDR_NME","EDR_VNDR","AGE","EQP_SEQ_NBR","WHL_AVG_KIPS","WHL_PEAK_KIPS","WHL_DYN_KIPS","WHL_DYN_RATIO","EDR_EQP_SPD","EQP_GRS_TONS","TARE","car_type","car_characteristic","EQP_GRP","GRS_RAIL_WGT","KIPDAYS","RPR_WHY_CD","weight"
"EQVI",986407,"R",3,2011,12,16,2014,12,16,"E","FHF","UZP","C",3,2,2014,22,40,8,"KYRO","PRT",780,82,33.9,40.4,6.49,1.19,57.6,27.9,24,"K",341,"HOPP",286000,578.0,11,118.0
"XFHA",28477,"R",1,2011,7,21,2014,7,21,"E","UWU","QUP","A",8,2,2014,13,23,0,"AURO","SALIENT",933,7,27.6,36.1,8.48,1.31,53.7,26.5,25,"K",346,"HOPP",286000,0.0,11,118.0
"SSHA",4879,"R",1,2011,12,16,2014,12,16,"E","RSS","DWP","B",6,2,2014,23,45,0,"AURO","SALIENT",783,128,28.0,35.6,7.6,1.27,43.1,25.6,21,"J",311,"GOND",286000,7209.0,11,122.0
"IXUA",293400,"R",1,2011,12,29,2014,12,29,"E","FHE","QDP","A",2,2,2014,18,11,0,"AURO","SALIENT",766,22,36.1,42.7,6.66,1.18,53.4,24.0,22,"J",311,"GOND",286000,0.0,11,130.0
"FHIA",3978,"R",1,2011,2,11,2014,2,11,"X","YDZ","EWU","A",1,2,2014,19,47,47,"MALT","PRT",1086,15,48.8,65.9,17.1,1.35,45.5,40.6,31,"C",114,"HOPP",286000,5156.0,11,146.0
"WUIA",4775,"R",1,2011,9,9,2014,9,9,"U","FAS","WLR","T",2,2,2014,8,7,0,"COCH","SALIENT",877,43,33.5,46.6,13.2,1.39,55.2,38.9,37,"T",208,"TANK",286000,0.0,11,102.0
"GWWA",50020,"R",3,2011,12,20,2014,12,20,"B","QHH","ODF","A",6,2,2014,2,9,0,"BAGD","SALIENT",779,12,31.8,36.1,4.35,1.14,21.1,67.2,67,"S",635,"IFLT",485600,0.0,65,102.0
"JRIA",9452,"L",4,2011,3,5,2014,3,5,"E","SHG","HWP","A",9,2,2014,7,59,0,"AURO","SALIENT",1072,69,32.7,92.8,60.2,2.84,51.4,29.5,22,"J",311,"GOND",286000,1845.0,75,124.0
"EQVI",903318,"L",4,2010,8,11,2014,8,28,"E","FRE","HWP","A",24,2,2014,2,12,51,"JOPP","PRT",1293,21,36.4,43.0,6.62,1.18,23.5,25.9,20,"J",311,"GOND",286000,296.0,11,125.0
"IXUA",293511,"R",1,2011,8,27,2014,8,27,"E","WKK","QDP","A",23,2,2014,18,12,0,"AURO","SALIENT",911,65,32.9,37.3,4.45,1.14,48.6,22.6,22,"J",311,"GOND",286000,0.0,63,122.0
"NFOA",21352,"L",2,2011,1,22,2014,7,19,"E","VDL","EDP","A",16,2,2014,5,8,0,"AURO","SALIENT",1121,5,38.5,45.0,6.45,1.17,51.8,25.4,21,"J",311,"GOND",286000,0.0,11,124.0
"EVSA",4170,"R",2,2010,2,5,2014,6,12,"E","EVE","UZP","A",27,2,2014,9,38,10,"JOPP","PRT",1483,37,35.7,42.4,6.71,1.19,23.3,28.9,20,"J",311,"GOND",286000,0.0,60,93.1
"NFOA",27425,"R",1,2010,7,19,2014,10,21,"E","NFK","HWP","A",25,2,2014,7,2,0,"AURO","SALIENT",1317,91,36.1,40.5,4.39,1.12,44.3,22.0,21,"J",311,"GOND",286000,0.0,11,123.0
"EQVI",715481,"R",2,2011,11,20,2014,11,20,"X","SWQ","SKS","A",19,2,2014,4,27,0,"AMAZ","PRT",822,30,36.0,37.6,1.61,1.04,49.4,31.9,30,"C",114,"HOPP",286000,0.0,25,106.0
"EQVI",992814,"L",4,2012,8,17,2014,12,29,"E","FRE","VFP","A",21,2,2014,3,23,3,"JOPP","PRT",553,71,22.8,25.9,3.14,1.14,23.5,20.8,21,"J",311,"GOND",286000,0.0,64,90.8
"DHFA",4703,"L",4,2011,7,10,2014,7,10,"E","WKK","QDP","A",23,2,2014,2,19,0,"AURO","SALIENT",959,130,34.6,43.3,8.68,1.25,48.1,22.4,21,"J",311,"GOND",286000,0.0,11,124.0
"PTUA",83844,"L",4,2012,4,22,2014,5,14,"E","VOS","FGP","D",15,2,2014,10,26,0,"ROGN","SALIENT",664,30,34.8,66.9,32.1,1.92,50.5,23.0,21,"J",311,"GOND",286000,2113.0,65,123.0
"PUO",54464,"R",1,2011,3,29,2014,3,29,"M","SDV","LQE","A",15,2,2014,19,24,46,"KYRO","PRT",1054,19,37.4,88.0,50.6,2.35,47.8,42.3,35,"A",402,"BOXC",263000,1083.0,61,116.0
"NOOA",44457,"R",4,2011,11,3,2014,11,3,"E","POW","ZWP","A",16,2,2014,4,52,0,"ROGN","SALIENT",836,4,36.5,43.3,6.75,1.18,38.7,24.6,24,"K",341,"HOPP",286000,0.0,11,119.0
"GHWA",756,"R",2,2010,2,22,2014,7,11,"E","VXG","VFP","A",27,2,2014,8,45,0,"BMRK","SALIENT",1466,65,36.8,39.4,2.66,1.07,23.2,25.3,21,"J",311,"GOND",286000,0.0,11,99.5
"PENA",6411,"R",1,2011,6,5,2014,6,5,"E","SHN","QDP","A",25,2,2014,22,9,0,"AURO","SALIENT",996,16,36.5,43.5,7.0,1.19,39.2,24.7,24,"K",341,"HOPP",286000,0.0,60,120.0
"WJQA",63644,"R",2,2009,7,13,2014,4,14,"E","VOS","UZP","D",22,2,2014,3,26,0,"ROGN","SALIENT",1685,24,38.2,44.0,5.84,1.15,39.5,21.2,20,"J",311,"GOND",286000,0.0,60,121.0
"EQVI",562885,"L",5,2012,5,11,2014,11,8,"S","OSF","WDF","D",24,2,2014,10,59,0,"PEST","SALIENT",654,25,14.2,27.2,13.0,1.92,25.3,133.0,89,"S",162,"IFLT",801000,0.0,75,76.9
"EQVI",991835,"R",4,2011,2,17,2014,8,23,"E","UEH","VAP","A",24,2,2014,9,59,57,"VELO","PRT",1103,119,23.4,26.1,2.72,1.12,32.2,22.8,21,"J",311,"GOND",286000,0.0,11,93.1
"AFOA",93358,"R",4,2011,4,7,2014,4,7,"E","PLF","EDP","A",23,2,2014,6,28,0,"ROGN","SALIENT",1053,84,31.5,34.9,3.44,1.11,34.5,24.9,24,"K",341,"HOPP",286000,0.0,11,117.0
"ZIDA",98354,"R",4,2010,12,16,2013,5,17,"E","KRK","QDP","A",11,8,2012,23,9,0,"ROGN","SALIENT",604,52,38.1,76.1,38.0,2.0,56.9,25.7,24,"K",341,"HOPP",286000,5232.0,75,120.0
"ZIDA",27401,"L",1,2011,6,15,2014,6,15,"E","PRO","FUP","A",14,8,2012,5,32,56,"WHET","PRT",426,120,32.7,35.2,2.48,1.08,29.4,19.8,22,"J",311,"GOND",286000,0.0,11,101.0
"IXUA",294003,"L",4,2009,9,2,2012,9,2,"E","SFW","ZWP","A",12,8,2012,8,49,44,"PRAI","PRT",1075,83,47.0,82.8,35.8,1.76,43.8,32.4,23,"J",301,"GOND",286000,288.0,65,131.0
"GHHA",1203,"R",3,2010,4,11,2013,4,11,"E","VXG","VFP","A",12,8,2012,21,50,2,"JOPP","PRT",854,35,42.2,43.9,1.72,1.04,42.7,29.0,23,"J",301,"GOND",286000,0.0,11,123.0
"FHIA",76260,"L",2,2010,8,27,2013,8,27,"E","KRK","HWP","A",12,8,2012,23,55,0,"ROGN","SALIENT",716,51,32.9,36.9,3.97,1.12,51.9,22.0,21,"J",311,"GOND",286000,0.0,75,123.0
"SQMA",83343,"R",2,2010,9,22,2013,11,7,"E","VOS","DWP","A",16,8,2012,22,10,0,"ROGN","SALIENT",694,80,40.5,44.7,4.16,1.1,41.5,20.9,20,"J",311,"GOND",286000,0.0,60,123.0
"EQVI",985098,"L",4,2011,11,13,2014,11,13,"E","FUG","HWP","A",16,8,2012,1,32,0,"ROGN","SALIENT",277,71,35.8,39.1,3.36,1.09,32.2,25.5,24,"K",341,"HOPP",286000,3064.0,11,122.0
"FDHJ",59017,"R",2,2011,12,7,2014,12,7,"E","GXG","EWP","A",2,3,2014,20,46,0,"AURO","SALIENT",816,115,37.4,81.1,43.6,2.17,42.3,35.7,20,"J",311,"GOND",286000,2649.0,11,126.0
"EQVI",992163,"L",4,2011,10,18,2014,7,7,"E","FHE","QDP","A",13,3,2014,17,13,0,"AURO","SALIENT",877,118,26.6,32.9,6.23,1.23,35.8,21.7,21,"J",311,"GOND",286000,0.0,11,124.0
"QRNO",297691,"L",3,2011,4,3,2014,4,3,"E","EHQ","DEP","A",10,3,2014,15,29,0,"BMRK","SALIENT",1072,90,25.2,38.8,13.6,1.54,21.9,30.0,21,"J",311,"GOND",286000,0.0,11,100.0
"NFOA",839358,"L",4,2011,5,19,2014,5,19,"E","VDL","EWP","A",10,3,2014,2,52,0,"AURO","SALIENT",1026,121,31.2,37.6,6.33,1.2,43.4,20.9,20,"J",311,"GOND",286000,0.0,11,126.0
"PENA",634347,"L",3,2012,4,10,2014,9,4,"E","FAU","EWP","A",3,3,2014,23,8,0,"AURO","SALIENT",692,73,31.2,36.9,5.69,1.18,27.9,26.8,20,"J",311,"GOND",286000,0.0,11,124.0
"XFHA",58355,"R",3,2011,12,23,2014,12,23,"E","UWU","QUP","A",4,3,2014,1,17,0,"AURO","SALIENT",802,46,37.2,42.2,5.0,1.13,49.1,25.4,24,"K",346,"HOPP",286000,0.0,60,120.0
"URQA",73343,"L",1,2011,8,5,2014,8,5,"E","QPD","QDP","A",4,3,2014,4,48,0,"AURO","SALIENT",942,106,38.3,51.9,13.6,1.36,47.2,21.7,20,"J",311,"GOND",286000,17.8,61,127.0
"EQVI",562401,"L",5,2010,1,25,2014,11,11,"B","VFR","OSF","A",11,3,2014,16,44,15,"LEED","PRT",1506,22,29.0,35.7,6.71,1.23,49.0,106.0,88,"S",162,"IFLT",801000,0.0,11,217.0
"PTUA",74255,"L",2,2011,7,30,2014,7,30,"E","WKK","QDP","A",13,3,2014,16,44,0,"AURO","SALIENT",957,29,36.0,59.1,23.0,1.64,33.2,21.5,21,"J",311,"GOND",286000,1634.0,65,121.0
"FLWA",833172,"L",2,2011,11,8,2014,10,1,"E","FHE","QDP","A",15,3,2014,10,37,0,"AURO","SALIENT",858,74,38.4,46.1,7.69,1.2,38.4,22.9,22,"J",311,"GOND",286000,821.0,11,124.0
"JRIA",9729,"L",4,2011,3,15,2014,3,15,"E","FHE","EDP","A",6,3,2014,21,1,0,"AURO","SALIENT",1087,96,36.3,84.5,48.2,2.33,44.2,26.0,22,"J",311,"GOND",286000,2557.0,65,125.0
"SQMA",83396,"R",4,2011,7,28,2014,7,28,"E","VOS","FDP","D",12,3,2014,14,55,0,"ROGN","SALIENT",958,67,35.3,40.7,5.38,1.15,35.5,21.0,20,"J",311,"GOND",286000,0.0,11,122.0
"FSRA",43775,"L",2,2011,4,6,2014,4,6,"E","FAF","EWP","A",12,3,2014,16,22,0,"AURO","SALIENT",1071,121,41.1,44.7,3.59,1.09,43.0,21.4,20,"J",311,"GOND",286000,0.0,11,123.0
"FDLA",77789,"L",1,2012,9,25,2014,12,13,"E","VOF","ENP","A",16,3,2014,19,20,0,"AURO","SALIENT",537,124,39.6,46.1,6.47,1.16,53.8,23.6,21,"J",311,"GOND",286000,0.0,61,125.0
"EQVI",984895,"R",1,2013,1,25,2014,4,16,"E","FHF","UZP","A",10,3,2014,22,46,35,"VELO","PRT",409,71,32.6,40.1,7.5,1.23,42.8,27.4,24,"K",341,"HOPP",286000,540.0,11,120.0
"EQVI",903469,"L",3,2011,7,7,2014,4,30,"E","UEH","VAP","A",20,3,2014,20,15,7,"VELO","PRT",987,34,34.3,41.7,7.39,1.22,24.4,18.8,20,"J",311,"GOND",286000,0.0,11,117.0
"EQVI",904067,"R",1,2012,10,1,2014,10,30,"E","FRE","EWP","A",27,3,2014,3,38,0,"BMRK","SALIENT",542,58,32.5,52.8,20.3,1.63,23.4,22.2,20,"J",311,"GOND",286000,1010.0,11,107.0
"QFXA",44799,"R",4,2011,1,14,2014,10,7,"E","GRO","HEP","D",27,3,2014,7,0,0,"ROGN","SALIENT",1168,81,38.8,45.0,6.27,1.16,52.3,21.1,21,"J",311,"GOND",286000,0.0,11,122.0
"QGBA",298205,"L",1,2011,8,20,2014,8,20,"E","VOF","QDP","A",31,3,2014,1,23,0,"AURO","SALIENT",954,40,39.4,51.0,11.5,1.29,40.4,22.1,20,"J",311,"GOND",286000,0.0,11,130.0
"DHFA",4612,"L",1,2011,10,25,2014,10,25,"E","QPD","QDP","A",30,3,2014,12,8,0,"AURO","SALIENT",887,122,40.0,48.6,8.63,1.22,41.0,24.0,21,"J",311,"GOND",286000,0.0,11,129.0
"QFXA",45408,"L",4,2011,5,22,2014,5,22,"E","VOS","FDP","D",21,3,2014,15,11,0,"ROGN","SALIENT",1034,72,33.8,40.6,6.76,1.2,51.2,22.1,22,"J",311,"GOND",286000,0.0,11,120.0
"EQVI",764141,"R",4,2011,11,12,2014,11,12,"X","FLP","JDW","A",23,3,2014,22,58,0,"CHRS","PRT",862,95,32.3,68.1,35.9,2.11,35.7,40.5,30,"C",113,"HOPP",263000,0.0,11,107.0
"EQVI",903655,"L",2,2008,3,12,2014,9,6,"E","UEH","VFP","A",26,3,2014,10,18,32,"VELO","PRT",2205,43,32.5,37.0,4.47,1.14,32.4,21.7,20,"J",311,"GOND",286000,0.0,11,89.5
"DHFA",4935,"R",4,2011,9,10,2014,9,10,"E","QPD","QDP","A",3,4,2014,3,22,0,"AURO","SALIENT",936,37,39.2,52.6,13.4,1.34,40.2,21.2,20,"J",311,"GOND",286000,117.0,61,127.0
"JJSA",4551,"L",4,2011,11,17,2014,11,17,"E","VSW","QDP","A",22,3,2014,10,32,0,"ROGN","SALIENT",856,106,35.2,39.2,4.01,1.11,32.2,20.9,21,"J",311,"GOND",286000,2317.0,11,122.0
"GWWA",792808,"L",4,2011,4,14,2014,4,14,"Z","VEG","DOW","A",27,3,2014,4,9,0,"KIRK","SALIENT",1078,25,19.8,23.5,3.71,1.19,55.8,64.1,29,"S",615,"IFLT",220000,0.0,11,53.9
"GDSA",654,"L",1,2012,11,30,2014,11,24,"E","DOP","EWP","A",23,3,2014,14,5,0,"AURO","SALIENT",478,74,24.8,26.1,1.33,1.05,47.3,21.8,21,"J",311,"GOND",286000,6018.0,11,99.3
"EQVI",704234,"L",1,2008,7,7,2014,5,24,"X","NDO","PQV","A",26,3,2014,22,7,13,"VELO","PRT",2088,63,38.6,43.4,4.82,1.12,28.7,26.4,30,"C",114,"HOPP",286000,550.0,11,112.0
"IXUA",293740,"L",4,2012,5,3,2014,10,14,"E","FHE","QDP","A",3,4,2014,7,39,0,"AURO","SALIENT",700,24,35.8,41.6,5.81,1.16,46.5,23.4,22,"J",311,"GOND",286000,7923.0,11,125.0
"NFOA",27331,"L",2,2008,7,31,2014,5,27,"E","VDL","EWP","A",20,4,2014,19,0,0,"AURO","SALIENT",2089,60,35.6,81.8,46.1,2.29,29.0,22.0,21,"J",311,"GOND",286000,14778.0,65,127.0
"QFXA",43305,"L",1,2011,10,16,2014,10,16,"E","VLV","EWP","A",22,4,2014,11,35,0,"AURO","SALIENT",919,79,35.5,42.3,6.74,1.19,38.1,25.7,24,"K",341,"HOPP",286000,0.0,11,124.0
"EQVI",717102,"L",2,2009,3,15,2014,8,18,"X","WDF","ZRO","A",8,4,2014,20,29,57,"MALT","PRT",1850,56,39.0,45.8,6.74,1.17,53.9,32.4,30,"C",114,"HOPP",286000,0.0,25,94.6
"FLWA",838812,"R",4,2012,12,13,2014,12,9,"E","UEH","VFP","A",13,4,2014,17,27,32,"VELO","PRT",486,85,36.1,38.0,1.87,1.05,24.4,18.8,21,"J",311,"GOND",286000,0.0,11,130.0
"EQVI",903110,"L",2,2011,4,1,2014,6,28,"E","VXK","VFP","A",15,4,2014,20,4,0,"AURO","SALIENT",1110,109,23.9,32.7,8.77,1.37,43.0,22.2,21,"J",311,"GOND",286000,0.0,11,94.0
"FDLA",77737,"R",3,2011,12,13,2014,12,13,"E","GRO","UZP","D",9,4,2014,22,14,0,"ROGN","SALIENT",848,106,44.2,47.3,3.14,1.07,57.2,22.1,20,"J",311,"GOND",286000,0.0,11,128.0
"DGPA",63794,"R",4,2011,8,12,2014,8,12,"U","SWZ","HOX","T",10,4,2014,3,12,10,"JOPP","PRT",972,36,23.4,29.2,5.81,1.25,24.8,31.6,33,"T",108,"TANK",263000,3594.0,11,83.8
"EQVI",979931,"R",4,2012,9,6,2014,7,20,"U","ELU","VHP","T",11,4,2014,21,1,0,"COCH","SALIENT",582,10,35.8,56.1,20.3,1.57,45.6,30.7,29,"H",351,"HOPP",268000,5738.0,65,107.0
"EQVI",992238,"L",1,2011,12,3,2014,12,3,"E","UEH","VAP","A",17,4,2014,21,37,6,"VELO","PRT",866,45,38.5,41.4,2.89,1.07,30.2,21.5,21,"J",311,"GOND",286000,0.0,25,127.0
"FLWA",833101,"L",2,2011,12,4,2014,12,4,"E","FHE","QDP","A",21,4,2014,6,35,0,"AURO","SALIENT",869,13,32.2,44.6,12.4,1.38,53.7,24.0,21,"J",311,"GOND",286000,7357.0,11,126.0
"EQVI",991971,"L",1,2010,9,7,2014,6,28,"E","FRE","HWP","A",11,4,2014,6,56,38,"JOPP","PRT",1312,15,25.1,67.5,42.5,2.69,22.5,20.9,21,"J",311,"GOND",286000,3854.0,65,95.0
"EQVI",904459,"L",3,2009,2,4,2014,9,12,"E","FRE","ZWP","A",12,4,2014,23,41,15,"JOPP","PRT",1893,30,25.8,32.0,6.17,1.24,23.9,18.7,21,"J",311,"GOND",286000,1445.0,60,93.2
"EQVI",15332,"R",2,2011,4,20,2014,4,20,"M","EDU","VWR","A",10,4,2014,9,44,0,"WINT","SALIENT",1086,49,32.1,103.0,71.3,3.22,54.7,47.5,43,"R",600,"BOXC",263000,5839.0,65,79.5
"EQVI",905777,"R",2,2011,5,24,2014,7,21,"E","UEH","VFP","A",10,4,2014,15,13,47,"VELO","PRT",1052,10,35.0,75.1,40.1,2.14,39.6,23.3,20,"J",311,"GOND",286000,4590.0,65,108.0
"PTUA",83618,"L",4,2011,12,15,2014,12,15,"E","VOS","FUP","D",18,4,2014,18,3,0,"ROGN","SALIENT",855,46,34.3,38.8,4.5,1.13,45.6,20.9,20,"J",311,"GOND",286000,7481.0,60,125.0
"NFOA",28548,"R",1,2010,7,2,2014,7,3,"E","VDL","ZWP","A",13,4,2014,5,59,0,"AURO","SALIENT",1381,84,33.8,38.4,4.6,1.14,35.0,22.3,22,"J",311,"GOND",286000,0.0,11,126.0
"WLOA",70193,"R",3,2010,1,15,2014,9,15,"E","DPK","EWP","A",11,4,2014,4,38,0,"ROGN","SALIENT",1547,25,39.4,44.4,4.96,1.13,27.1,25.4,25,"K",381,"HOPP",286000,0.0,60,118.0
"EQEA",1361,"R",2,2011,7,15,2014,10,22,"E","VDL","DWP","A",18,4,2014,23,58,0,"AURO","SALIENT",1008,83,36.3,39.8,3.46,1.1,46.3,21.4,20,"J",311,"GOND",286000,0.0,11,128.0
"EQ",867639,"L",4,2010,10,11,2014,9,23,"X","EYD","HGB","A",19,4,2014,11,1,15,"PRAI","PRT",1286,52,31.9,42.3,10.5,1.33,33.5,24.7,21,"J",311,"GOND",286000,14406.0,11,115.0
"DRN",99077,"L",1,2011,8,25,2014,8,25,"X","YDZ","SSL","A",11,4,2014,20,20,53,"VELO","PRT",960,75,27.3,35.1,7.79,1.29,34.4,32.3,30,"C",114,"HOPP",286000,1029.0,11,114.0
"GHHA",223437,"L",1,2011,7,7,2014,12,14,"E","FAU","EWP","A",12,4,2014,5,18,0,"AURO","SALIENT",1010,59,35.6,43.8,8.16,1.23,28.7,21.4,21,"J",311,"GOND",286000,265.0,65,128.0
"XWOA",538342,"L",4,2011,5,8,2014,5,8,"U","PLA","VWQ","T",14,10,2012,12,3,0,"COCH","SALIENT",525,49,34.0,42.9,8.92,1.26,21.1,33.0,32,"T",108,"TANK",263000,0.0,7,101.0
"ZIFA",610,"L",4,2010,6,12,2013,6,12,"E","PDK","ENP","A",14,10,2012,12,5,14,"AMAZ","PRT",855,21,25.3,34.6,9.24,1.36,54.5,21.6,20,"J",311,"GOND",286000,5093.0,60,96.4
"IHF",5339,"R",1,2010,5,5,2014,12,5,"Q","PHP","ODF","A",16,10,2012,19,15,0,"BAGD","SALIENT",895,9,23.5,32.7,9.16,1.39,49.0,58.8,26,"S",619,"IFLT",220000,2519.0,11,55.7
"GHHA",93554,"R",3,2010,1,18,2013,1,18,"E","VXG","VFP","A",15,10,2012,21,31,28,"JOPP","PRT",1001,121,36.8,46.2,9.41,1.26,36.5,22.8,20,"J",311,"GOND",286000,0.0,60,112.0
"GHHA",8750,"R",2,2011,5,6,2014,5,6,"E","VXG","VFP","A",20,10,2012,21,1,30,"JOPP","PRT",533,96,40.2,46.3,6.07,1.15,37.4,26.4,23,"J",301,"GOND",286000,0.0,11,127.0
"JHDA",53388,"L",3,2008,5,16,2014,7,1,"E","WKK","QDP","A",16,10,2012,0,43,2,"AMAZ","PRT",1614,149,36.5,37.9,1.43,1.04,50.6,21.8,21,"J",311,"GOND",286000,0.0,11,124.0
"EQVI",717041,"L",1,2010,4,4,2013,3,4,"X","ZDZ","FVQ","A",15,10,2012,6,12,43,"MALT","PRT",925,100,32.2,37.3,5.07,1.16,51.9,30.5,30,"C",114,"HOPP",286000,0.0,11,108.0
"EQVI",715355,"R",2,2010,8,22,2014,5,29,"X","ZDZ","FVQ","A",15,10,2012,6,12,43,"MALT","PRT",785,54,28.3,43.8,15.5,1.55,58.0,31.7,31,"C",114,"HOPP",286000,0.0,65,107.0
"WAXA",223116,"L",4,2010,1,5,2013,1,5,"E","NFP","HEP","A",17,10,2012,11,26,37,"AMAZ","PRT",1016,72,34.3,36.8,2.47,1.07,51.0,25.2,24,"K",346,"HOPP",286000,0.0,11,120.0
"EQVI",503141,"L",1,2011,10,29,2013,6,1,"B","FGA","OSF","A",19,10,2012,6,5,59,"LEED","PRT",356,7,21.7,25.5,3.76,1.17,57.1,104.0,95,"S",162,"IFLT",803000,3231.0,64,297.0
"GWWA",96321,"R",8,2010,12,19,2013,12,19,"B","PHP","OSF","A",19,10,2012,4,18,47,"LEED","PRT",670,20,31.0,43.2,12.2,1.4,50.6,110.0,86,"S",173,"IFLT",673000,0.0,11,223.0
"IXUA",293385,"L",1,2011,10,9,2014,10,9,"E","FHE","QDP","A",28,4,2014,0,45,0,"AURO","SALIENT",932,20,38.4,43.3,4.92,1.13,50.5,23.9,22,"J",311,"GOND",286000,3655.0,11,124.0
"NFOA",27477,"R",2,2008,9,24,2014,10,19,"E","NFO","EWP","A",6,5,2014,17,51,0,"AURO","SALIENT",2050,6,36.4,52.6,16.2,1.45,45.6,24.2,21,"J",311,"GOND",286000,4490.0,65,126.0
"EQVI",986390,"R",3,2011,10,10,2014,10,10,"E","WKK","QDP","A",11,5,2014,10,34,0,"AURO","SALIENT",944,118,40.5,43.5,3.0,1.07,31.4,24.8,24,"K",341,"HOPP",286000,4035.0,25,125.0
"NFOA",28358,"L",2,2011,7,9,2014,7,9,"E","VDL","EWP","A",5,5,2014,10,54,0,"AURO","SALIENT",1031,17,36.9,43.5,6.52,1.18,32.0,22.4,22,"J",311,"GOND",286000,0.0,11,126.0
"NFOA",828312,"L",4,2011,7,1,2014,7,1,"E","NFO","EWP","A",27,4,2014,5,54,0,"AURO","SALIENT",1031,5,34.0,39.7,5.75,1.17,50.3,22.9,22,"J",311,"GOND",286000,298.0,11,125.0
"PSZA",27316,"R",1,2011,12,14,2014,12,14,"E","RWP","ENP","A",3,5,2014,20,50,0,"AURO","SALIENT",871,36,37.2,43.2,6.04,1.16,49.5,27.3,26,"K",341,"HOPP",286000,0.0,60,122.0
"EQVI",991500,"L",2,2011,4,26,2014,5,17,"E","UEH","VFP","A",1,5,2014,23,49,40,"VELO","PRT",1101,47,31.4,41.7,10.3,1.33,34.6,21.0,21,"J",311,"GOND",286000,0.0,11,113.0
"KLSA",57378,"R",3,2010,6,4,2014,12,21,"E","VOF","QDP","A",9,5,2014,8,27,0,"AURO","SALIENT",1435,126,39.5,44.1,4.59,1.12,28.4,21.3,21,"J",311,"GOND",286000,0.0,11,126.0
"EQVI",718915,"L",1,2010,9,10,2014,10,3,"X","WDF","UXJ","A",27,4,2014,21,7,15,"MALT","PRT",1325,38,31.5,41.4,9.89,1.31,52.1,33.5,30,"C",114,"HOPP",286000,684.0,11,105.0
"EQVI",704800,"L",2,2012,6,19,2014,11,12,"X","LQE","XOH","A",4,5,2014,1,58,42,"MALT","PRT",684,50,31.2,45.7,14.5,1.47,37.2,28.7,30,"C",114,"HOPP",286000,0.0,11,77.8
"DHFA",4619,"L",2,2011,11,2,2014,11,2,"E","QPD","QDP","A",9,5,2014,8,58,0,"AURO","SALIENT",919,94,35.0,44.7,9.72,1.28,46.8,23.2,21,"J",311,"GOND",286000,0.0,11,128.0
"FDLA",74347,"L",4,2011,12,30,2014,12,30,"E","GRO","HEP","D",28,5,2014,15,14,0,"ROGN","SALIENT",880,69,34.5,38.5,3.99,1.12,47.6,21.7,21,"J",311,"GOND",286000,4567.0,65,123.0
"WAXA",223644,"L",4,2011,6,5,2014,7,17,"E","NFP","ENP","A",29,5,2014,12,14,0,"AURO","SALIENT",1089,80,34.9,42.6,7.76,1.22,38.2,25.8,24,"K",346,"HOPP",286000,0.0,11,121.0
"WJQA",65567,"L",2,2013,2,12,2014,7,15,"E","VOS","FDP","D",22,5,2014,4,56,0,"ROGN","SALIENT",464,118,29.6,41.5,11.9,1.4,44.1,20.8,20,"J",311,"GOND",286000,0.0,11,123.0
"QRNO",297842,"L",1,2011,7,18,2014,7,18,"E","EHQ","DEP","A",29,5,2014,15,37,45,"JOPP","PRT",1046,72,22.4,24.9,2.47,1.11,25.3,20.8,21,"J",311,"GOND",286000,0.0,11,95.5
"EQVI",904458,"R",4,2013,3,1,2014,12,16,"E","EHQ","EWP","A",31,5,2014,12,32,2,"JOPP","PRT",456,88,24.4,31.9,7.45,1.3,26.2,21.5,20,"J",311,"GOND",286000,0.0,11,107.0
"EQVI",904676,"R",4,2011,3,22,2014,12,23,"E","UEH","VAP","A",28,5,2014,18,29,11,"VELO","PRT",1163,58,35.8,38.8,3.02,1.08,32.1,20.2,21,"J",311,"GOND",286000,9073.0,60,112.0
"IOFA",486,"R",3,2011,10,8,2014,10,8,"E","VLV","EWP","A",24,5,2014,13,18,0,"AURO","SALIENT",959,67,38.1,50.5,12.4,1.33,49.7,26.5,24,"K",341,"HOPP",286000,2401.0,11,124.0
"VPZ",173981,"L",4,2011,6,5,2014,6,5,"X","QBI","ZRO","T",19,5,2014,6,57,0,"AMAZ","PRT",1079,18,36.0,90.0,54.1,2.5,37.7,33.4,31,"C",114,"HOPP",286000,4421.0,65,111.0
"GHHA",213542,"R",1,2011,9,7,2014,9,7,"E","FFP","DWP","A",24,5,2014,0,28,0,"AURO","SALIENT",990,73,38.3,85.9,47.6,2.24,37.3,21.9,20,"J",311,"GOND",286000,710.0,11,128.0
"PENA",633288,"L",4,2010,11,22,2014,9,10,"E","FFP","EWP","A",24,5,2014,6,58,0,"AURO","SALIENT",1279,18,31.3,39.3,8.04,1.26,50.7,23.0,20,"J",311,"GOND",286000,0.0,11,127.0
"EQ",866936,"L",1,2013,8,3,2014,9,15,"E","WKK","QDP","A",8,6,2014,22,46,0,"AURO","SALIENT",309,107,41.7,50.5,8.82,1.21,45.1,23.7,21,"J",311,"GOND",286000,0.0,11,127.0
